,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
path.6071,23863,24241.35917,24765.23486,25026.44323,26225.18638,26814.68329,26850.43389,28174.01681,29099.70169,28840.98456,27909.65833
path.6072,23863,23984.27262,27230.79527,29228.88711,29381.4173,30094.02084,30946.07527,34338.59721,33505.69885,34542.87463,35005.53438
path.6073,23863,23820.54777,25294.59995,27103.14437,28412.01336,27287.61294,28791.34575,28824.34459,30724.37532,31993.13945,32160.78902
path.6074,23863,25173.77242,25551.36465,26460.67673,27341.92327,28415.13355,28757.59789,30991.69734,32358.38012,32605.47561,33619.71037
path.6075,23863,23386.06792,23326.65095,25253.22265,26818.15051,26294.87905,26046.19557,26408.54902,26878.37981,27005.55271,27514.57474
path.6076,23863,24553.18662,25425.87763,26999.84604,28541.48043,28152.7907,29306.37577,28788.77571,29966.43027,30270.86047,30372.26739
path.6077,23863,24487.47157,25215.52315,23530.18128,23557.93019,23721.31497,24256.56523,25578.27001,27121.11576,27483.0222,28161.00447
path.6078,23863,24011.52429,26549.76681,29500.41015,29366.69445,31319.24883,32215.06184,33147.75573,34300.04669,36997.81562,37574.21556
path.6079,23863,24834.02473,26422.69418,26508.86867,26076.50924,27356.47985,27461.12922,28464.13467,29893.64349,29934.58767,30360.66145
path.6080,23863,25228.27521,25501.97723,27033.52177,26673.45161,26777.67114,28396.29031,29080.41292,29200.91584,30818.28698,31594.60459
path.6081,23863,25164.93121,25066.21377,27112.48807,28969.09297,28114.49087,28568.54946,29040.84801,31079.07521,30887.37736,32914.6238
path.6082,23863,23926.93134,22984.88003,23669.22014,23402.79078,24694.55872,24154.50315,25444.28782,26561.80171,27009.19945,28564.65569
path.6083,23863,25389.13764,26165.39438,26737.04351,26111.90815,26561.14699,27750.19947,29305.84003,31356.95594,32059.61646,32630.44797
path.6084,23863,23613.04504,23571.37185,24332.58056,25313.0283,24983.26764,24851.47538,24504.8975,25322.18408,26645.21333,28611.15835
path.6085,23863,25074.23103,26385.36798,28376.61946,27918.48663,28842.88622,29626.16169,29095.53406,30095.85514,32092.59686,34057.82217
path.6086,23863,23745.02379,25586.15114,25202.57541,26089.8478,25941.76751,25720.78824,26454.74762,25465.64071,26729.85598,27932.40202
path.6087,23863,24634.46895,25047.30297,25499.97507,26358.44451,26491.14355,27776.9834,28486.61053,28961.91142,31134.82472,32223.72124
path.6088,23863,23788.80359,23158.32897,23897.59949,25162.06286,25304.47609,25172.81411,25822.5655,26366.26332,27486.78297,27062.13041
path.6089,23863,25360.42787,26094.34183,27222.35382,27146.04653,26515.08237,26702.17643,27514.16657,30468.76901,32701.54562,33534.44504
path.6090,23863,24289.05084,25685.7559,25775.37816,25937.09906,27440.27583,29181.88351,30609.64212,31815.69045,31589.77166,33800.34435
path.6091,23863,25331.73222,27331.58048,27187.021,28618.3733,29905.55926,31571.61854,32839.92166,32611.66233,33194.87455,36419.38426
path.6092,23863,24477.08402,25468.83247,25640.20528,26479.21329,28719.28376,29753.13617,30575.42904,30409.53955,30868.71911,32511.98935
path.6093,23863,24051.93838,24411.22614,24814.0889,26109.96827,26343.52255,27578.35522,28408.584,29915.939,29818.41133,30117.19624
path.6094,23863,24718.34767,25712.10443,25144.82108,26032.31093,23219.62581,24712.14617,25282.51215,25189.24304,24810.14294,24670.13993
path.6095,23863,24712.3978,26066.79083,25045.68813,25419.46718,25917.8069,25484.43464,25506.36895,25318.43197,25432.10814,25132.28855
path.6096,23863,24221.7344,24218.80171,24294.23337,24421.08113,23291.93164,22671.51051,23706.446,25008.33278,25566.37839,27624.88561
path.6097,23863,23770.35339,25300.78653,25456.76269,25885.10352,27115.61842,26944.50083,27809.38047,27886.40453,28939.8986,28708.41716
path.6098,23863,24337.11253,24508.63719,24888.44984,25967.46596,25411.95476,26315.1836,26452.64759,27222.79576,28763.56771,29020.3916
path.6099,23863,23228.7327,24010.27485,24922.6765,24712.21287,26030.76171,28573.68171,28029.72092,28976.75676,30224.84949,30885.62193
path.6100,23863,23736.07149,25153.11502,25573.24977,26179.4388,28345.50361,29912.45531,31878.98873,32896.34806,31311.32789,31081.22696
path.6101,23863,25051.25923,25146.57481,24914.63557,25288.19785,25482.604,26768.07654,25828.51777,26647.38132,27397.71467,29695.29971
path.6102,23863,25095.91778,25908.2043,25806.58124,25915.24515,26250.09482,26160.0374,25793.76096,25448.84466,25637.48425,27399.01629
path.6103,23863,24731.00477,24880.29503,25108.88672,25887.27331,27128.50684,28880.56986,30922.93605,32125.4779,34846.55238,34049.85889
path.6104,23863,25159.53202,25868.33913,28357.37571,29873.3305,30773.05245,32457.53549,33238.2206,35333.44991,34946.47687,37383.24028
path.6105,23863,24587.99636,25128.35002,27490.42031,28924.42889,31649.00995,32467.47033,32902.64407,33377.40726,34036.97994,34582.40835
path.6106,23863,24359.59271,26538.66161,26828.13601,26919.47833,27096.80883,28429.52198,28411.24347,30062.71224,29794.60342,31926.78549
path.6107,23863,24241.30062,24931.40786,25589.69785,26293.97214,27773.51922,27784.81509,28597.04442,29168.8047,29691.50582,29289.49184
path.6108,23863,24193.00082,24063.80784,25537.73739,25775.60074,26534.20734,27535.1109,27598.91918,28920.43988,29143.5518,29322.46057
path.6109,23863,24721.37515,25206.75598,25699.85876,25790.01902,24498.29294,26097.24513,26923.45204,27251.26382,28666.81698,29540.25728
path.6110,23863,24258.36442,23654.05518,22461.4816,23289.14808,23848.25743,24523.00218,25352.73593,26702.71611,26324.64991,26912.66235
path.6111,23863,26462.93306,27515.80996,28499.93116,29111.67213,29906.64239,30523.38256,31175.29346,32549.3728,33068.30366,34519.44372
path.6112,23863,24533.56035,22730.86618,23280.43829,23567.64367,23719.91354,24169.69602,23503.38689,25363.53728,25936.24143,26615.8317
path.6113,23863,24840.08209,27555.891,28961.62102,30277.42517,32067.11333,31650.86137,32391.97953,33521.74384,34302.88605,35052.00253
path.6114,23863,24527.45511,25409.26047,27578.04147,27143.05722,26076.66269,25782.44877,25502.37168,26408.3745,27591.15635,28442.58672
path.6115,23863,23390.21691,24016.15162,25292.22501,25798.2778,25944.03166,27364.07016,29013.59572,29829.8452,29756.10469,29719.83747
path.6116,23863,23493.87433,24838.12436,23773.3631,23581.1233,24929.83428,25841.67556,26983.25876,25719.60766,27035.85687,27620.738
path.6117,23863,25956.56029,26067.66777,26977.1815,29021.90557,31370.99551,28837.73686,30170.01922,32029.88952,31665.28798,30938.66535
path.6118,23863,23977.19641,23465.29263,24053.92625,24628.79669,24798.77712,26276.5698,26939.28575,28948.18221,27962.15093,27501.13667
path.6119,23863,25010.15377,25163.24811,25686.10758,24955.79012,26122.91141,28101.70696,28122.04639,28865.97065,30672.20862,31502.23759
path.6120,23863,23926.89368,22945.79224,23126.82897,24091.86397,25809.2615,26960.37651,27346.60474,28057.80684,27825.11854,27457.98227
path.6121,23863,25544.21471,26560.02274,26942.43111,26842.13696,27498.54078,28451.18556,28899.42476,29305.51738,29944.8377,33109.4063
path.6122,23863,23910.04742,24919.7293,26281.97413,26928.75686,26525.17052,27568.60333,28446.55443,29232.22406,30291.13711,31789.1893
path.6123,23863,24536.02886,25900.83421,26889.77094,28196.19652,28531.84809,27043.92249,27741.48681,28795.80283,29730.94538,30564.967
path.6124,23863,23437.48839,26150.65589,27074.95076,27702.72092,28974.89381,29016.59408,31024.95234,33127.10205,33345.23212,34309.85116
path.6125,23863,24863.25001,24272.18982,25255.9743,26427.78855,26932.91135,27624.506,26443.93592,26831.72193,26352.74338,26499.0296
path.6126,23863,24808.20679,25283.2986,25712.58096,25695.89945,25503.38816,27887.29252,29010.42463,31241.75793,30192.07813,31946.61151
path.6127,23863,24457.9905,24500.21527,25492.85837,26403.48175,27779.4992,28065.20675,29092.55656,30095.97721,31512.86591,34800.5439
path.6128,23863,23959.37557,24904.68114,25499.97037,25479.75048,24291.48872,25340.69364,26993.06116,27557.7942,28356.11868,29971.7044
path.6129,23863,24582.18752,24925.09641,25205.54972,25697.962,26788.98987,27872.61539,26668.95211,27131.83414,26985.71137,27678.30778
path.6130,23863,24907.68192,26667.99563,27571.3769,28088.42046,29337.95202,29573.03194,31013.95027,31480.35591,32960.99594,33331.11891
path.6131,23863,23618.19484,24364.64524,24240.46687,24113.44067,23860.54846,22882.35017,24369.6368,25027.46119,26324.29734,27794.60429
path.6132,23863,24551.21453,25309.38782,27061.72713,28582.81825,27884.34579,29225.55583,31080.98985,31081.58818,31542.79777,32671.7414
path.6133,23863,24381.89599,25192.40408,25967.50257,26666.67199,27703.25903,28428.12154,28907.33091,28638.02933,30347.97575,30257.8587
path.6134,23863,24256.80634,25221.05443,25738.30236,26128.87113,26920.90801,26963.73606,27311.04649,28204.92203,29137.4302,30392.04422
path.6135,23863,24083.42612,24628.93957,24506.85597,25617.47007,24599.98617,25168.58242,26059.70633,27017.57852,28416.15709,29000.69608
path.6136,23863,25178.2437,26723.9156,26467.74591,26862.15254,26295.83997,26706.9304,26626.82072,27909.02088,29666.51999,30145.37687
path.6137,23863,24220.06709,25696.71373,26062.26124,25895.96882,26056.74005,25606.28143,26528.02401,27858.40191,29795.44631,30993.35528
path.6138,23863,23612.11222,23480.58362,24922.65638,24728.46491,26587.34138,27051.40744,27960.29465,27499.32452,26601.32458,29198.88304
path.6139,23863,25694.85598,25859.38516,26786.13011,28606.2258,28212.54776,27376.21703,27751.21173,28509.70771,32286.68568,32095.98145
path.6140,23863,24408.47066,24528.16173,26726.47544,28195.93609,29550.95951,28806.07901,28944.00787,31141.89249,31263.65105,33759.90112
path.6141,23863,25812.78956,26294.28543,26059.33943,26354.94931,25048.51898,25344.20409,26064.35814,26174.38195,25608.92551,26089.46587
path.6142,23863,23097.58073,23296.39926,23675.66247,23444.1382,22252.11532,23438.79344,23912.39613,24651.12429,25323.83312,26930.40173
path.6143,23863,24911.49091,26451.56759,26050.81687,26089.90763,25815.83081,26113.44294,28380.83064,30163.83563,30386.2724,32798.54506
path.6144,23863,24176.27226,24867.41111,25162.82834,25517.30686,26358.83343,26372.23008,27603.96412,26802.33894,25758.28777,26736.86389
path.6145,23863,24054.80068,25520.57392,25659.35593,27194.76668,26766.65661,27828.00354,29858.57065,32495.95221,34340.09739,33251.67396
path.6146,23863,24239.58075,25401.82895,24218.09146,26248.87285,26233.25026,25812.86698,25260.96394,26622.23728,27834.63833,28024.51616
path.6147,23863,24492.47689,24585.86861,24947.52303,25585.22786,27589.10413,27325.58273,29531.61615,29877.08061,30231.99311,30978.1849
path.6148,23863,24036.21473,24273.33569,24146.43011,25590.22621,26513.92917,25793.32395,25586.94768,25711.11562,25329.60254,26894.54805
path.6149,23863,23660.21261,23906.77172,25071.5341,26430.2583,27043.31905,25747.63886,25638.96871,26783.283,26789.90875,29240.07268
path.6150,23863,24101.81863,24863.71904,26006.50764,28408.70225,28432.79265,29317.5984,31650.10297,33447.36993,34251.01555,35792.12314
path.6151,23863,24935.18667,25428.4179,25595.86095,25647.12139,28077.21404,27609.20589,27868.05586,28379.59807,28652.18523,30405.50011
path.6152,23863,24889.17081,25450.92238,25848.777,27216.9857,27857.78737,27567.67362,28429.53901,27874.62196,26850.48986,28220.809
path.6153,23863,23148.06057,23784.79954,24971.75614,26413.94249,26323.50245,27255.76474,27216.29931,27986.2265,28652.27897,27456.30108
path.6154,23863,25269.20817,26553.2708,27547.88863,28252.15196,29826.98496,29286.27026,30927.25643,30583.95989,29396.05985,31434.39016
path.6155,23863,24342.79956,24770.72469,25806.00638,25465.89778,26301.84272,28467.52052,29984.86627,30581.31911,32506.4868,35660.99001
path.6156,23863,24306.20318,26125.29073,27497.99212,27711.11795,28386.27445,29919.01447,30036.6448,31859.83142,33623.30438,36081.57721
path.6157,23863,25207.84335,25997.03859,25971.40623,27664.03177,27207.51938,25328.76019,26369.83061,26704.64302,29225.1296,30682.0244
path.6158,23863,24642.59284,25673.04695,27054.15778,29219.25464,29223.84087,30666.08305,31483.78879,31574.4586,32602.60645,33299.24022
path.6159,23863,25062.82892,25143.7345,25735.32925,26396.53058,28074.7511,29229.704,30084.34833,29946.27874,32265.67697,34806.43791
path.6160,23863,22937.88687,24236.86256,24629.26245,25295.43002,27237.28655,26850.32796,27296.57772,26702.4613,28534.32275,28827.39325
path.6161,23863,24471.94412,25470.20401,26780.25428,28056.67903,28742.32121,28387.67202,28861.36078,29300.52427,30953.94355,32124.55955
path.6162,23863,23970.28572,22675.6819,23305.53917,24463.93344,25582.63339,24697.85466,25534.17154,25398.21425,25466.54139,27004.44415
path.6163,23863,24421.46797,24189.41169,24946.8172,25408.06501,26506.37733,29044.23499,31022.32649,31173.48757,33045.61857,34280.75961
path.6164,23863,25522.26651,25627.52369,26453.99047,27069.33104,27978.23678,29178.34933,29355.47632,29379.42231,31452.55385,32007.69023
path.6165,23863,24571.1774,23239.63084,23271.66105,22587.67203,23030.38529,24967.24404,25378.76576,25691.61992,26563.42843,26743.86418
path.6166,23863,24861.06545,25371.29327,26385.91407,26701.60748,28136.78314,29843.68454,33015.99721,32287.16494,34968.50764,35072.94703
path.6167,23863,24752.25429,25501.69484,25437.32374,26819.63525,27695.40445,27848.9554,27847.03401,29375.09866,30574.56316,29683.44144
path.6168,23863,23310.78843,24079.9002,24181.5222,23524.22971,24342.62156,24621.03415,25792.39077,26257.07798,25112.48916,25660.06422
path.6169,23863,25054.94658,24852.69882,25817.45281,25113.88313,24823.45872,26694.82098,29635.32324,31244.66921,31933.88855,33356.32884
path.6170,23863,23352.05237,24881.41692,25787.54819,26108.22804,27125.62473,29121.66119,28467.03175,31332.91319,34042.27853,34389.49372
path.6171,23863,26212.7031,26645.0588,29322.62089,30936.62385,31109.97442,32039.85473,32806.52832,33616.22549,35169.41764,35092.70441
path.6172,23863,24348.58899,25563.17792,26021.63295,24194.47688,26033.232,27061.93517,27299.93264,29801.43309,29267.73841,31476.50493
path.6173,23863,24891.53252,25797.41944,26501.94753,27222.38187,28663.43841,28057.46219,28470.29957,29224.72618,27804.47034,29031.30507
path.6174,23863,24757.54866,24405.94629,24443.18742,25447.51919,25054.08289,25169.25151,24842.80141,24808.03371,25580.54975,25313.09979
path.6175,23863,26097.57056,24956.01548,25578.5241,25519.73053,27118.18268,28465.17188,28308.68271,29312.72188,31055.42659,32756.19095
path.6176,23863,24158.25539,24603.58788,26443.87695,27089.47275,26291.10545,26791.8665,26917.92608,27943.0769,28619.18175,29710.96374
path.6177,23863,24808.84117,26107.73473,25702.2774,27542.94925,27698.93124,28539.16763,31029.16567,31306.67904,33492.60922,32614.57645
path.6178,23863,24795.68625,26367.64268,27150.94868,30697.72749,32358.17382,33248.48924,34359.11659,35298.52992,36100.51396,36900.91797
path.6179,23863,25946.59824,25807.75039,25977.97908,26407.30953,26903.51655,26860.15443,27860.78242,29104.8724,31006.37972,29906.63281
path.6180,23863,24953.8139,26683.42521,27052.24383,27599.48437,28138.11093,28096.89738,30219.72774,30538.64602,31171.36296,31187.13327
path.6181,23863,24386.26829,24542.06955,25194.68065,26045.439,25965.65661,26757.728,27506.66237,27885.7515,30102.9703,28793.84255
path.6182,23863,24148.68389,26464.88403,27407.86306,27364.84189,26167.35863,26158.82975,26636.72837,26887.83499,27550.46857,27036.36274
path.6183,23863,24580.90908,24727.42583,26329.69819,27062.63431,28249.4435,28820.57542,30737.13037,31618.2364,31982.76732,32319.07448
path.6184,23863,25524.2037,25191.12854,25757.85858,25375.89552,25546.12808,25002.81517,26250.9209,28043.06855,29487.09785,29075.23851
path.6185,23863,23987.10617,24902.80628,26086.3775,27441.18072,27800.7154,30930.80348,33359.97068,34010.92957,36185.20258,36352.51475
path.6186,23863,25091.06803,25010.28488,25886.40154,27093.955,27621.75257,29354.68454,29343.16595,30189.97216,30776.98195,30797.67886
path.6187,23863,24159.50337,24431.97357,25427.37811,26585.40769,26825.42538,29050.61971,27672.35001,27823.97922,27585.16261,29112.60484
path.6188,23863,24359.08658,25710.5899,26707.28045,26680.69544,27981.71519,27998.35114,30038.48768,31528.00837,31789.34834,32449.7531
path.6189,23863,25249.42541,24840.58403,26019.61965,26968.88837,27883.2074,27111.10462,28144.46791,26893.47294,27826.55702,27682.5822
path.6190,23863,25487.00586,25461.14398,27036.92417,25615.03746,26859.00599,28407.67381,29875.40067,29661.82341,29232.71238,30062.97758
path.6191,23863,23839.68867,25426.23946,26054.65312,26597.6973,26998.7203,28336.13626,28308.60739,28800.73969,29330.25887,30269.12736
path.6192,23863,24847.63624,24716.0666,24762.96923,25991.57268,27231.81058,27720.98433,27607.54441,28977.43042,29256.94497,28565.92547
path.6193,23863,24282.93991,24041.45425,23877.26029,24516.3051,24188.12228,25515.61961,25395.41562,25786.24774,27301.16713,25754.48749
path.6194,23863,24324.14115,24765.81944,26275.21194,26993.89798,27714.74646,28460.20723,29099.5743,30665.51699,32744.68591,32488.7434
path.6195,23863,23536.2685,23884.48107,24879.42685,25520.84944,24716.61631,24285.81011,24627.46946,25631.98791,25539.36036,27173.93052
path.6196,23863,24615.68842,24545.25437,25446.57264,26108.42766,26124.85057,26749.0971,28395.56072,29807.38461,30969.75869,34110.9612
path.6197,23863,24501.27802,24509.80941,26769.43464,28508.10117,28965.69208,28773.23752,30248.55361,29503.84068,30780.61224,30029.27377
path.6198,23863,25001.31227,25053.01135,25324.24911,25254.83155,25153.11287,26582.39297,26345.70871,26728.15323,26072.2842,26682.99101
path.6199,23863,24488.97677,25605.79168,26247.13953,26757.11649,26543.57709,27125.24951,27002.36726,27635.21853,27913.51148,29083.35043
path.6200,23863,24053.43984,25390.52675,26590.9851,26358.26424,29002.53414,29113.63892,28923.46022,30176.56569,30044.31815,31837.87694
path.6201,23863,25180.42724,26194.59852,27849.96744,28203.07393,29754.45337,31729.21191,30378.7761,30898.7991,31172.09142,33300.41336
path.6202,23863,24948.9598,26158.1241,27858.88335,29248.46186,30187.25629,30605.798,30285.07898,31906.82888,32526.57141,30978.03013
path.6203,23863,24132.82735,25157.4805,26141.71158,26808.03803,27268.56542,28657.528,30125.73237,32386.27766,31946.0126,32912.46578
path.6204,23863,24427.4056,24028.19613,26259.84541,26894.47541,29256.99194,31115.64355,31200.75885,33465.39481,34450.62254,34972.48003
path.6205,23863,24680.2658,26136.58361,25888.87698,26511.09976,28047.81598,28402.12057,29336.6761,30943.53246,31049.36115,30506.65326
path.6206,23863,26267.60789,26474.67048,25726.14189,25860.08406,26530.99144,26958.53827,28590.07152,29619.44649,30934.97416,31475.42929
path.6207,23863,23180.1613,22346.15503,22994.17719,23237.21186,23190.82395,22357.0837,22735.67534,23017.83412,22610.38909,21986.71713
path.6208,23863,25453.98687,24917.73892,26831.8253,28157.30154,28565.02782,27633.61516,29186.88395,30616.23093,32088.31243,34170.15698
path.6209,23863,22960.97082,25396.21974,25371.27579,24836.13733,23322.92939,24412.33784,25505.40784,25072.17371,25061.75647,26349.15555
path.6210,23863,24347.85883,26053.53376,26415.55268,28650.54483,32015.6201,32276.22991,33622.91941,34081.79529,33435.67083,34301.67467
path.6211,23863,24636.12605,25817.35105,27337.86316,27494.28718,27844.66376,29831.64476,30953.68094,31776.26501,33466.04261,31956.58511
path.6212,23863,25447.38676,26304.00765,26806.68294,27895.13012,30138.48061,30476.84869,32294.46035,32870.92354,35286.62995,35760.56425
path.6213,23863,24870.74882,24930.4433,25987.71792,26037.6054,27362.93068,26870.18412,28855.65015,31135.83973,31870.17539,35141.9913
path.6214,23863,23330.28029,23918.76592,25542.4386,27139.49625,28429.41716,28419.59419,28961.31067,28613.04173,30148.96439,32937.07973
path.6215,23863,23145.36802,23302.61701,24471.57214,24795.59861,27188.09346,28479.87424,29752.75648,30655.99435,31321.70845,30278.11754
path.6216,23863,24810.61866,26642.85278,26879.48002,26888.19727,28501.8742,29840.35073,31694.74523,33091.97416,34166.22051,35266.86875
path.6217,23863,23934.67622,23971.81207,26248.31002,25999.42828,26596.71031,27866.90869,28905.74746,29300.82323,31543.08268,33799.66796
path.6218,23863,24002.72953,23745.73636,23874.82676,24096.39342,24389.40347,25549.37789,24129.31496,23358.50323,23447.01467,24108.85332
path.6219,23863,25117.22765,27398.69165,28338.64583,28684.27388,29215.88696,28651.87735,29076.2986,28724.1193,30603.58282,30480.04248
path.6220,23863,24292.67533,24545.07439,25854.55568,25283.85428,25770.16311,28569.8578,29448.29566,29508.25067,30114.65063,31545.46938
path.6221,23863,26104.76444,25323.12725,26108.87276,27738.17427,28197.86071,28743.53624,29065.12576,31648.37667,33534.96703,36149.21613
path.6222,23863,23017.95538,23810.29045,24884.80228,25425.38716,24929.91997,26630.38798,26395.56105,29347.80258,29837.5602,32647.97812
path.6223,23863,25450.71163,27382.29029,32098.02082,32895.71997,35047.02785,35905.18213,36558.24744,37872.30338,39693.72455,40177.42382
path.6224,23863,24496.17405,24512.32857,25225.20527,25653.02011,24317.95451,25230.41046,26195.91076,27191.41543,28374.4669,28346.32971
path.6225,23863,23765.10293,24587.35226,26423.74348,26989.83993,29120.09826,30557.57458,31441.36376,32384.86659,34170.76098,34503.05551
path.6226,23863,24891.39685,26339.34828,26244.40966,26402.18044,27075.9878,28212.94127,29662.90695,29860.47681,30168.35148,30907.67966
path.6227,23863,26303.62306,25974.02018,27888.74157,26538.81975,27313.26585,27756.95061,27646.54008,29106.44686,31172.64503,30996.86393
path.6228,23863,26151.50942,26678.25761,29454.96192,29285.89104,31225.32839,32093.1209,34472.38701,35864.5125,39078.55946,40783.28282
path.6229,23863,25373.63143,26103.54501,27276.15786,28834.74708,29476.62408,29588.90386,31298.07438,32574.55614,33117.92139,33995.70657
path.6230,23863,25092.42523,26819.65581,27594.22945,27487.04561,27420.29728,28704.3718,29660.99387,31093.78144,32804.63827,35373.7965
path.6231,23863,24834.68683,27399.12634,27314.24223,28815.09429,29671.70609,31657.40504,31464.98179,33155.18241,35712.98351,37901.7822
path.6232,23863,23467.39928,23400.40455,22186.07931,22296.2372,22708.89224,24530.24973,24263.71275,25401.05109,24897.60147,27220.84736
path.6233,23863,24509.81215,25178.86786,24953.7205,25174.12078,24666.2256,25716.01258,27114.50108,29250.89372,29156.10054,30995.93893
path.6234,23863,23986.81192,24941.0732,25218.29937,24628.28237,24805.44842,24572.47156,24759.76076,25496.15728,25650.79991,26292.68724
path.6235,23863,24789.06833,25570.75641,24622.50522,25111.35252,26448.9442,28196.37553,29068.78392,28690.11572,28874.15142,30008.45818
path.6236,23863,24543.02078,25843.51605,25929.23401,27825.60288,28718.00303,31108.17196,33026.84508,32369.35334,34533.22189,34659.62953
path.6237,23863,25434.16256,26388.35824,27252.75096,27850.79885,29861.62451,29630.70341,31862.02366,32219.67117,31360.44813,30774.50019
path.6238,23863,24888.95937,25314.95122,26054.05516,26716.05903,28125.78533,29321.21034,30178.0589,32825.29151,33050.4763,34253.42069
path.6239,23863,24142.05439,23797.5301,23845.97792,25491.56604,26466.58539,27090.70332,25502.76843,26043.69465,25568.26268,27637.29131
path.6240,23863,23670.02741,22930.02789,23378.20309,23316.61194,24456.70328,24917.77691,25042.62335,25719.78864,26631.42282,28119.45103
path.6241,23863,23724.25211,25382.95424,25233.74155,26034.62424,26287.25189,27693.42203,29960.65988,31552.34697,31899.86258,33015.78255
path.6242,23863,24292.59147,25795.66627,25449.218,25179.77997,25005.67285,26031.46048,27518.41525,29310.90707,29514.94866,29832.24562
path.6243,23863,24708.877,25278.31489,25162.49471,27217.44457,28303.26665,29683.43091,29711.25483,31507.52415,32074.55491,33762.45954
path.6244,23863,23652.08828,25320.52747,25884.46048,26972.13008,27652.28705,28182.60101,28059.64514,28956.24857,31614.43978,31469.22525
path.6245,23863,23679.71453,23265.57305,24660.61308,25137.08979,25537.48605,24198.61284,24823.5065,25035.19955,27239.47656,27822.4577
path.6246,23863,25488.23404,26168.10402,26904.72221,27205.16898,28909.38581,30386.21063,30830.1832,32733.787,33962.38246,34493.4627
path.6247,23863,24563.33741,25080.97379,26725.11576,26266.33284,25826.28628,26451.40935,27031.89943,26879.18346,27353.47955,28092.75052
path.6248,23863,23248.08456,24789.53062,24759.6763,26417.67056,27613.8072,28789.86695,29795.79861,30494.28125,30648.06598,32537.93073
path.6249,23863,24799.67529,25857.8404,26566.91605,27887.1055,28430.86445,29938.76467,30114.0417,31216.41058,31620.86781,32591.96893
path.6250,23863,24823.15702,25121.03731,26264.22153,26927.81738,28886.00983,30118.39,29037.74686,29886.00529,30266.64348,30938.3895
path.6251,23863,24672.15307,24733.46813,25425.64509,26897.98152,28778.36201,29438.09078,30604.50271,31628.99561,32681.89258,33688.16776
path.6252,23863,24401.47236,26691.63563,28011.50059,29290.0454,31240.54834,34686.59602,35758.61033,35483.7168,35130.28205,36111.28361
path.6253,23863,25439.15343,25438.76753,27032.14917,27360.52188,28470.41133,29519.24205,31969.213,32941.78739,34129.68474,35246.13443
path.6254,23863,24360.47667,24776.84069,25799.6586,26492.03289,28457.18487,29707.93441,30625.46685,31705.90093,32760.25114,32931.04221
path.6255,23863,23586.82005,24064.37312,24198.21635,25040.84293,26902.04745,26470.01723,27742.0972,28316.65496,30407.46781,31161.23995
path.6256,23863,23874.54775,24818.62369,25586.93543,26784.03297,28543.14515,28859.95795,26580.57272,28344.61327,29254.48811,29424.2297
path.6257,23863,24246.2495,25109.57064,26462.46167,27064.77238,27563.47869,26036.90398,26697.77714,27226.18631,28079.30161,30258.9042
path.6258,23863,24576.93627,25106.84103,27696.38854,28432.04728,28858.84177,29733.93039,29637.15034,28546.16661,27154.20915,29861.20355
path.6259,23863,26356.29598,26994.26234,27762.47901,29561.35765,29156.96021,28471.83844,28554.77416,27904.44809,29385.91336,31022.19217
path.6260,23863,24424.83188,24882.33092,24883.19857,27047.19824,28581.8965,30362.17011,32099.76747,32428.39699,31647.64513,33541.8461
path.6261,23863,25678.09323,27986.08946,28555.70201,28887.92507,30579.15441,30547.32568,32235.48855,34203.34681,34264.75377,35286.32042
path.6262,23863,26565.11452,27577.64482,29019.09569,30888.97882,32104.56594,32148.22984,33566.23796,35235.67228,37718.82059,38198.78437
path.6263,23863,24910.90362,27135.8243,27903.46936,29258.82533,28976.01558,28665.50795,27441.4035,29306.63638,30139.58026,31541.88728
path.6264,23863,24943.68347,26067.54963,25668.83969,26037.76471,24899.24212,26544.3462,28357.70924,29846.08659,31517.55026,32682.42648
path.6265,23863,24816.40325,25251.73661,25794.95229,25724.00101,26668.8896,28622.21257,30268.62785,31572.92933,32446.3917,35334.26624
path.6266,23863,26207.26777,25058.43688,26090.6106,25914.89288,26680.89905,28502.37318,29139.52542,29166.47737,29100.93383,30121.97594
path.6267,23863,24725.97932,23876.94282,22907.60098,23698.67988,24123.80275,26543.1573,27504.20755,27428.10157,29170.22944,31152.57545
path.6268,23863,24952.85957,25848.46262,27861.05179,28763.26143,30356.25305,30707.80668,31953.91896,34586.22406,33298.44419,34151.98071
path.6269,23863,25216.86795,26215.44431,26680.8729,27011.96731,28223.13099,28607.22912,30279.60285,30631.74491,33099.16259,34752.81438
path.6270,23863,23217.88001,23271.36932,24477.79098,24388.86465,25672.65759,27858.71803,27793.14917,29200.4399,32244.10769,31165.87122
path.6271,23863,23068.31842,25116.57632,26627.75016,27390.37984,27713.87335,28110.77061,28471.39675,29135.28841,28953.22915,28901.81764
path.6272,23863,25107.31825,24652.57784,26196.57465,25784.08115,27214.29055,28518.73831,28623.45539,30542.57516,31405.59063,32815.77213
path.6273,23863,24017.17843,23353.09395,23692.51527,23727.78179,23410.867,24051.18631,22353.65405,23913.50061,25275.13334,26714.28329
path.6274,23863,24811.88738,24286.60015,24672.30211,24627.68569,23615.92199,23940.22362,24812.25463,26183.62314,28226.67998,29371.53553
path.6275,23863,24434.28565,24326.54865,25242.57433,25628.90384,25223.80091,25974.68091,27379.52552,28908.25751,29277.46665,30254.01118
